"treat","y"
0,16.6031536491587
0,15.7273851661989
0,0.514417508330389
0,13.8513243218199
0,62.4458288158955
0,40.3491950971705
0,108.617476465598
0,8.10404795024196
0,49.3757174088318
0,20.80235152646
0,46.4372752663388
0,18.2747076675798
0,0.0492310917376495
0,5.55472891914483
0,24.1155446941176
0,11.7710120937602
0,11.9490524285766
0,4.91510720214545
0,4.46779723854717
0,81.9897017165149
0,4.93601867574923
0,10.0703052439738
0,13.5072169680029
0,0.281640889189314
0,6.36544706954278
0,30.2382747337697
0,12.5222406572216
0,0.0271411622437023
0,13.9235389446215
0,49.3943824078171
5,82.4874784804408
5,12.4421950136495
5,45.746980276209
5,34.5351127726789
5,83.7844469784847
5,53.7146974267033
5,43.7096079767193
5,135.829157983094
5,99.3657565901881
5,28.2925934746152
5,221.827740667053
5,116.237928541489
5,130.845773019101
5,174.323244376221
5,40.6639059528854
5,12.8915175726
5,62.3794628103701
5,134.689322750378
5,31.4981191619092
5,33.9259495454078
5,48.1259145030449
5,82.3224921414589
5,18.021239912363
5,243.438544639428
5,107.309799587874
5,89.3671336119869
5,67.2296566414862
5,72.1689353289138
5,38.6137639226426
5,202.782372234353
10,378.906873981536
10,228.325842508983
10,210.238247740976
10,633.713902303189
10,67.4594878018583
10,164.49545586995
10,429.887974543185
10,263.491106441998
10,144.976765666241
10,227.048982965603
10,97.9195061221312
10,185.670132493043
10,202.198332976423
10,336.402944749606
10,173.925207449339
10,432.365492495064
10,414.778725913143
10,376.771948268697
10,343.546617176791
10,243.096035496664
10,350.536004029101
10,130.628992024275
10,367.047185775755
10,303.735878270559
10,371.403500419707
10,178.195613007432
10,183.151628495812
10,55.8914533678355
10,332.698855528662
10,183.733538385816
15,522.400877498912
15,270.949296686112
15,290.7521972904
15,996.132322318861
15,459.428539621422
15,410.921330907869
15,729.706181026273
15,391.318271966949
15,627.285746358499
15,493.746082630416
15,431.70405723919
15,642.952991527526
15,823.481326870678
15,965.401050545497
15,603.718735828836
15,362.507197319737
15,751.978953263988
15,536.162414396687
15,534.456878752956
15,639.304534578616
15,845.294962069106
15,424.115785559684
15,329.363383626128
15,300.035220316707
15,754.691172987237
15,496.183520632903
15,562.245049388895
15,869.559897390375
15,748.465679155844
15,700.86996383852
